SO;DN;INV;Posting Date;Due Date;Customer;Qty;UOM;Territory;Sales Term;Grand Total
SO03430;DN02656;INV01706;2012-09-08;2012-09-07;Serba Jadi Sunggal 1;500;Sak;Medan;Cash;20000000.48
SO03407;DN02662;INV01712;2012-09-08;2012-09-07;Asia Maju Rantau 1;500;Sak;Rapakoba;S Terms CBD;21000001.05
SO03379;DN02642;INV01692-1;2012-09-08;2012-09-22;Berkat Usaha Tani Kp. Pajak 1;500;Sak;Rapakoba;S Terms TOP 14 Day;21000001.05
SO03488;DN02636;INV01686;2012-09-07;2012-09-06;Panen Raya Perdagangan 1;500;Sak;Serkibata;Cash;19100002.16
SO03471;DN02626;INV01677;2012-09-07;2012-10-07;Adec Kabanjahe 1;172;Sak;Binlangkar;S Terms TOP 30 Day;6799701.34
SO03470;DN02627;INV01678;2012-09-07;2012-10-07;Adec Kabanjahe 1;173;Sak;Binlangkar;S Terms TOP 30 Day;6790000.71
SO03469;DN02628;INV01679;2012-09-07;2012-10-07;Adec Kabanjahe 1;171;Sak;Binlangkar;S Terms TOP 30 Day;6799700.52
SO03464;DN02631;INV01682;2012-09-07;2012-09-06;Ikbal Jaya Martubung 1;500;Sak;Medan;S Terms CBD;20000000.48
SO03460;DN02637;INV01687;2012-09-07;2012-09-06;Bangunan Sejati Medan 1;500;Sak;Medan;Cash;20000000.48
SO03459;DN02638;INV01688;2012-09-07;2012-09-06;Harapan Jaya Alfalah 1;500;Sak;Medan;Cash;20000000.48
SO03456;DN02635;INV01685;2012-09-07;2012-09-06;US Siantar 1;500;Sak;Sibatopasa;Cash;20000000.48
SO03453;DN02641;INV01691;2012-09-07;2012-09-06;Pursida Siantar 1;500;Sak;Sibatopasa;Cash;20000000.48
SO03451;DN02620;INV01671;2012-09-07;2012-09-06;Bangun Sari Batu Bara 1;500;Sak;Serkibata;Cash;20000000.48
SO03448;DN02621;INV01672;2012-09-07;2012-09-21;Maryam Talawi 1;500;Sak;Serkibata;14 days credit;20125001.93
SO03445;DN02623;INV01674;2012-09-07;2012-09-06;Dunia Co Kisaran 1;500;Sak;Serkibata;Cash;20000000.48
SO03438;DN02618;INV01669;2012-09-07;2012-09-06;Karya Andalan Sejahtera Medan 1;500;Sak;Medan;Cash;21500001.34
SO03431;DN02634;INV01684;2012-09-07;2012-09-21;Rizkinta Tanjung Morawa 1;500;Sak;Medan;S Terms TOP 14 Day;20125001.93
SO03427;DN02624;INV01675;2012-09-07;2012-09-06;Simalungun Traso Siantar 1;500;Sak;Sibatopasa;Cash;20000000.48
SO03425;DN02640;INV01690;2012-09-07;2012-09-06;Mitra Perkasa Simalungun 1;500;Sak;Sibatopasa;S Terms CBD;20750003.66
SO03424;DN02629;INV01680;2012-09-07;2012-09-21;Indomas Kisaran 1;500;Sak;Serkibata;14 days credit;20125001.93
SO03423;DN02625;INV01676;2012-09-07;2012-09-21;Agro Sukses Mandiri Batubara 1;500;Sak;Serkibata;S Terms TOP 14 Day;20125001.93
SO03422;DN02622;INV01673;2012-09-07;2012-09-06;Cahaya Baru Sei Bulu 1;500;Sak;Serkibata;Cash;20000000.48
SO03421;DN02630;INV01681;2012-09-07;2012-09-06;Utama Bangunan Batubara 1;500;Sak;Serkibata;Cash;19500000.19
SO03416-1;DN02633;INV01683;2012-09-07;2012-09-06;Damanix Multi Karya Medan 1;500;Sak;Medan;Cash;20250003.38
SO03378;DN02639;INV01689;2012-09-07;2012-09-06;Asia Maju Rantau 1;500;Sak;Rapakoba;S Terms CBD;21000001.05
SO03370;DN02619;INV01670;2012-09-07;2012-09-06;Asia Maju Rantau 1;500;Sak;Rapakoba;S Terms CBD;21000001.05
SO03467;DN02615;INV01665;2012-09-06;2012-09-05;Setia Budi Tanjung Tiram 1;500;Sak;Serkibata;Cash;20000000.48
SO03465;DN02616;INV01666;2012-09-06;2012-09-05;Kalijati Binjai 1;500;Sak;Binlangkar;S Terms CBD;20500000.76
SO03462;DN02614;INV01664;2012-09-06;2012-09-05;Usaha Makmur Laut dendang1;500;Sak;Medan;S Terms CBD;20000000.48
SO03437;DN02603;INV01653;2012-09-06;2012-09-05;Reyeni Aeknabara 1;500;Sak;Rapakoba;Cash;19250002.80
SO03435;DN02610;INV01660;2012-09-06;2012-09-05;Saudara Jaya Kisaran 1;500;Sak;Serkibata;Cash;20000000.48
SO03434;DN02600;INV01650-1;2012-09-06;2012-09-20;Usaha Baru Damuli 1;500;Sak;Rapakoba;14 days credit;20750003.66
SO03433;DN02604;INV01654;2012-09-06;2012-09-20;Tarigan Jaya Namorambe 1;500;Sak;Medan;S Terms TOP 14 Day;20125001.93
SO03432;DN02609;INV01659;2012-09-06;2012-09-05;Subur Sunggal 1;500;Sak;Medan;Cash;20000000.48
SO03429;DN02613;INV01663;2012-09-06;2012-09-05;Serba Jadi Sunggal 1;500;Sak;Medan;Cash;20000000.48
SO03420;DN02606;INV01656;2012-09-06;2012-09-05;Utama Bangunan Batubara 1;500;Sak;Serkibata;Cash;19500000.19
SO03419;DN02607;INV01657;2012-09-06;2012-09-20;Anugerah Jaya Tanjung Tiram 1;500;Sak;Serkibata;14 days credit;20125001.93
SO03418;DN02602;INV01652;2012-09-06;2012-09-20;Antara Jaya Simpang Kawat 1;500;Sak;Serkibata;14 days credit;20125001.93
SO03417;DN02617;INV01667;2012-09-06;2012-09-05;Panen Raya Perdagangan 1;500;Sak;Serkibata;Cash;19100002.16
SO03413;DN02608;INV01658;2012-09-06;2012-09-20;Sumber Baru Batang Kuis 1;500;Sak;Medan;S Terms TOP 14 Day;20125001.93
SO03412;DN02611;INV01661;2012-09-06;2012-07-16;Total Mandiri Medan 1;500;Sak;Medan;Cash;19900003.73
SO03402;DN02605;INV01655;2012-09-06;2012-09-05;Dunia Co Kisaran 1;500;Sak;Serkibata;Cash;20000000.48
SO03396;DN02601;INV01651;2012-09-06;2012-09-05;Sinar Jaya Perbaungan 1;500;Sak;Serkibata;Cash;20000000.48
SO03382;DN02612;INV01662;2012-09-06;2012-09-20;Klumpang Jaya Klumpang 1;500;Sak;Medan;S Terms TOP 14 Day;20250003.38
SO03436;DN02598;INV01648;2012-09-05;2012-09-04;Kencana Agung Johor 1;500;Sak;Medan;S Terms CBD;20000000.48
SO03415;DN02591;INV01641;2012-09-05;2012-09-04;Andi Jaya Patumbak 1;500;Sak;Medan;Cash;20000000.48
SO03414;DN02594;INV01644;2012-09-05;2012-09-04;SS Jaya Tanjung Anom 1;500;Sak;Medan;Cash;20000000.48
SO03411;DN02592;INV01642;2012-09-05;2012-09-04;Tri V Jaya Tanjung Morawa 1;500;Sak;Medan;Cash;20000000.48
SO03405;DN02595;INV01645;2012-09-05;2012-09-04;Nirma Samosir 1;500;Sak;Sibatopasa;Cash;19250002.80
SO03403;DN02597;INV01647;2012-09-05;2012-09-19;Indomas Kisaran 1;500;Sak;Serkibata;14 days credit;20125001.93
SO03397;DN02599;INV01649;2012-09-05;2012-08-03;Tetap Jaya Tebing 1;500;Sak;Serkibata;Cash;19500000.19
SO03394;DN02593;INV01643;2012-09-05;2012-09-19;Mandiri Jaya Marendal 1;500;Sak;Medan;14 days credit;20125001.93
SO03337;DN02596;INV01646;2012-09-05;2012-09-04;Surbakti Berastagi 1;500;Sak;Binlangkar;S Terms CBD;21000001.05
SO03404;DN02588;INV01637;2012-09-01;2012-08-31;Tiga Saudara Tebing 1;500;Sak;Serkibata;Cash;19750003.09
SO03401;DN02589;INV01638;2012-09-01;2012-08-31;Dunia Co Kisaran 1;500;Sak;Serkibata;Cash;20000000.48
SO03395;DN02582;INV01631;2012-09-01;2012-08-31;Prima Andalas Binjai 1;500;Sak;Binlangkar;Cash;20250003.38
SO03393;DN02586;INV01635;2012-09-01;2012-08-31;Subur Baru Medan 1;500;Sak;Medan;S Terms CBD;20000000.48
SO03391;DN02590;INV01639;2012-09-01;2012-08-31;Permata Indah Patumbak 1;500;Sak;Medan;Cash;20000000.48
SO03390;DN02581;INV01630;2012-09-01;2012-08-31;Obor Siantar 1;500;Sak;Sibatopasa;Cash;20000000.48
SO03385;DN02585;INV01634;2012-09-01;2012-08-31;Andre Simalungun 1;500;Sak;Serkibata;Cash;20000000.48
SO03383;DN02584;INV01633;2012-09-01;2012-08-31;Jaya Lestari Deli Tua 1;500;Sak;Medan;Cash;20000000.48
SO03380;DN02583;INV01632;2012-09-01;2012-08-31;Ahuat Tanjung Leidong 1;500;Sak;Rapakoba;Cash;20250003.38
SO03377;DN02579;INV01628;2012-09-01;2012-08-31;Reyeni Aeknabara 1;500;Sak;Rapakoba;Cash;19000005.41
SO03364;DN02587;INV01636;2012-09-01;2012-08-31;Permata Indah Patumbak 1;500;Sak;Medan;Cash;20000000.48
SO03360;DN02580;INV01629;2012-09-01;2012-08-31;Obor Siantar 1;500;Sak;Sibatopasa;Cash;20000000.48
SO03350;DN02578;INV01640;2012-09-01;2012-09-15;Berkat Usaha Tani Kp. Pajak 1;500;Sak;Rapakoba;S Terms TOP 14 Day;21000001.05
