id;tanggal;keterangan;jumlah;bank;cabang;allocate;remark;checked_by;checked_time;checker_status;checker_remark
757;2012-09-26;SETORAN KLIRING #WARKAT L:00 I:01 INDOMAS03495;20125000.00;BCA;8285;1;SETORAN KLIRING #WARKAT L:00 I:01 PL. INDOMAS (03495);dani;10/02/12 03:52 AM;0;
758;2012-09-26;SETORAN TUNAI SARDJANA PANGLONG IQBALJAYA D/O 03246;20000000.00;BCA;8195;1;SETORAN TUNAI SARDJANA PANGLONG IQBALJAYA D/O 03246;dani;10/02/12 03:52 AM;0;
759;2012-09-26;SETORAN TUNAI SUNGGUL RINALDI UNTUK PEMBAYARAN SEMEN 500 SAK;20000000.00;BCA;8000;1;SETORAN TUNAI PL. Bahagia jaya Bypast Do 03723;dani;10/02/12 03:54 AM;0;
760;2012-09-26;TRSF E-BANKING CR 09/26 95031 PURSIDA BK9382EAPINTA RONITTO SITA;19150000.00;BCA;0;1;TRSF E-BANKING  PL. PURSIDA 03768 ;dani;10/25/12 02:52 AM;0;
761;2012-09-26;SETORAN TUNAI MARWAN SEMEN500 SAK UDMARYAM 03486;20125000.00;BCA;297;1;SETORAN TUNAI MARWAN SEMEN500 SAK UD MARYAM (03486);dani;10/02/12 03:55 AM;0;
762;2012-09-26;SETORAN TUNAI MDN MUTIARA PANTAI(3282) PERDANA JAYA (3304.3373.33980);500000.00;BCA;8115;1;SETORAN TUNAI MDN MUTIARA PANTAI(03282) PERDANA JAYA (03304.03373.03398) masing2 bayar kekurangan Rp.125.000;dani;10/02/12 03:57 AM;0;
763;2012-09-26;TRSF E-BANKING CR 2609/FTSCY/WS95011 20000000.00do.03673(BK8604DO) dr ud.martimbul-ksSUMARDI CHANDRA ;20000000.00;BCA;0;1;TRSF E-BANKING do.03673 dr ud.martimbul-ksSUMARDI CHANDRA ;dani;10/25/12 02:50 AM;0;
764;2012-09-27;SETORAN KLIRING #WARKAT L:01 I:00 KLG TTPAN TOTALMANDIRI(B.DO);400000000.00;BCA;8115;0;;;0000-00-00 00:00:00;0;
765;2012-09-27;SETORAN KLIRING #WARKAT L:00 I:01 KLG TTPAN UD.TANI JAYA(3254);20125000.00;BCA;8115;1;SETORAN KLIRING #WARKAT L:00 I:01 KLG TTPAN UD.TANI JAYA(03254);dani;10/02/12 03:59 AM;0;
766;2012-09-27;SETORAN KLIRING #WARKAT L:00 I:01 MANDIRI JAYA (03473);20100000.00;BCA;8285;1;SETORAN KLIRING #WARKAT L:00 I:01 MANDIRI JAYA (03473)kurang Rp.25.000;dani;10/02/12 03:59 AM;0;
767;2012-09-27;SETORAN KLIRING #WARKAT L:00 I:01 INDOMAS (03518);20125000.00;BCA;8285;1;SETORAN KLIRING #WARKAT L:00 I:01 INDOMAS (03518);dani;10/02/12 04:00 AM;0;
768;2012-09-27;TRSF E-BANKING CR 2709/FTSCY/WS95011 18500000.00Do 3000 sak RAMAWATY;18500000.00;BCA;0;1;TRSF E-BANKING pembelian DO Pl. Tetap jaya tbt  03921 dan 03785,03895,03865,03905,03980(ditgl 27/9/12/, ada masuk RP.100.000.000 juga);dani;10/25/12 02:59 AM;0;
769;2012-09-27;TRSF E-BANKING CR 2709/FTSCY/WS95011 100000000.00DO 3000 SAk RAMAWATY;100000000.00;BCA;0;1;TRSF E-BANKING pembelian DO Pl. Tetap jaya tbt 03785,03895,03865,03905,03980 dan 03921(ditgl 27/9/12/, ada masuk RP.18.500.000 lagi);dani;10/25/12 02:57 AM;0;
770;2012-09-27;SETORAN WAHIDAH TUNAS FAMILY(03619);20000000.00;BCA;8285;1;SETORAN WAHIDAH TUNAS FAMILY(03619);dani;10/02/12 04:00 AM;0;
771;2012-09-27;SETORAN TUNAI EDY SUWANTO PEMB UANG SEMENNO INV 03533 DR REZEKI MAKMURTJB ;20000000.00;BCA;52;1;SETORAN TUNAI SEMEN NO INV 03533 DR REZEKI MAKMUR TJB ;dani;10/02/12 04:01 AM;0;
772;2012-09-27;SETORAN TUNAI IDWAN MEGA BLOK(6451)BERKAT BARU (3310);21500000.00;BCA;8115;1;SETORAN TUNAI IDWAN MEGA BLOK(6451)Rp.19.500.000 BERKAT BARU (3310)Rp.2000.000;dani;10/02/12 04:03 AM;0;
773;2012-09-27;KR OTOMATIS LLG-MANDIRI KPO JK EDI WANGPT GUNUNG PANTARA BARISAN PT. BANK C;10000000.00;BCA;965;1;pembayaran PL. Ridho DO (02768) kurang Rp.9.875.000;dani;10/12/12 09:02 PM;0;
774;2012-09-27;KR OTOMATIS LLG-BPD SUMUT MEDA RONAL;23100000.00;BCA;965;1;pembayaran PL. Nirma Do 03573,03513-1;dani;10/02/12 04:07 AM;0;
775;2012-09-27;KR OTOMATIS LLG-SYARIAH MANDIR FEBRINA SIONADER ;20250000.00;BCA;965;1;pembayaran PL. Sunggal Block Do 03688;dani;10/02/12 04:08 AM;0;
776;2012-09-28;SETORAN KLIRING #WARKAT L:01 I:00 MAJU JAYA03490;20125000.00;BCA;8285;1;SETORAN KLIRING #WARKAT L:01 I:00 PL. MAJU JAYA 03490;dani;10/02/12 04:09 AM;0;
777;2012-09-28;SETORAN KLIRING #WARKAT L:00 I:01 INDOMAS 03537;20125000.00;BCA;8285;1;SETORAN KLIRING #WARKAT L:00 I:01 INDOMAS (03537);dani;10/02/12 04:10 AM;0;
778;2012-09-28;SETORAN KLIRING #WARKAT L:00 I:01 INDOMAS 03554;20125000.00;BCA;8285;1;SETORAN KLIRING #WARKAT L:00 I:01 INDOMAS (03554);dani;10/02/12 04:10 AM;0;
779;2012-09-28;SETORAN KLIRING #WARKAT L:00 I:01 NAGA MAS (03514.03515);40000000.00;BCA;8285;1;SETORAN KLIRING #WARKAT L:00 I:01 PL. NAGA MAS (03514.03515);dani;10/02/12 04:11 AM;0;
780;2012-09-28;SETORAN TUNAI ANI JINGGA/OBOR PLNSN FAK 8/9/12 11/09/12;80000000.00;BCA;8200;1;SETORAN TUNAI PL. OBOR Do 03454,03455,03475,03476;dani;10/02/12 04:12 AM;0;
781;2012-09-28;SETORAN TUNAI MDN USAHA BARU 5368 ;3000000.00;BCA;8115;1;SETORAN TUNAI MDN PL. USAHA BARU 5368 ;dani;10/02/12 04:13 AM;0;
782;2012-09-28;TRSF E-BANKING CR 2809/FTSCY/WS95011 20250000.00merbau no. 3733 HERWIN SYAHPUTRA;20250000.00;BCA;0;1;TRSF E-BANKING PL. merbau no. 03733 HERWIN SYAHPUTRA;dani;10/02/12 04:14 AM;0;
783;2012-09-28;KR OTOMATIS LLG-MESTIKA DHARMA NOVA / USAHA BARU ;20250000.00;BCA;965;1;KR OTOMATIS LLG-MESTIKA DHARMA NOVA / USAHA BARU sei piring Do (03698);dani;10/02/12 04:14 AM;0;
784;2012-09-25;Setor Tunai TANI MAKMUR;20500000.00;Mandiri;;1;Setor Tunai PL. Tio jaya Do 03043;dani;10/02/12 04:41 AM;0;
785;2012-09-26;PEMB. SEMEN 03627/UD. USAHA BARU;20500000.00;Mandiri;;1;PEMB. SEMEN/UD. USAHA BARU Do 03627;dani;10/02/12 04:42 AM;0;
786;2012-09-29;DARI RATTEVIS WESLI SARAGIH Transfer ATMS1AS107P/8777/ATM-AHMAD YANI;19000000.00;Mandiri;;1;pembayaran PL. Reyeni Do 03691;dani;10/03/12 08:20 PM;0;
787;2012-10-01;SETORAN KLIRING #WARKAT L:01 I:00 TTPAN KLG SIGMA  BLOCK(7035)  ;20000000.00;BCA;8115;0;;;0000-00-00 00:00:00;0;
788;2012-10-01;SETORAN KLIRING #WARKAT L:01 I:00 TTPAN KLG PT.SU  RBAKTI (3129)  ;25000000.00;BCA;8115;1;SETORAN KLIRING #WARKAT L:01 I:00 TTPAN KLG PT.SURBAKTI (03129) lebih 4 juta  ;dani;10/18/12 10:46 PM;0;
789;2012-10-01;SETORAN KLIRING #WARKAT L:01 I:00 KLG TTPAN PT.AS  BES ANGSA(03527  ;20000000.00;BCA;8115;1;SETORAN KLIRING #WARKAT L:01 I:00 KLG TTPAN PT. ASBES ANGSA (03527)  ;dani;10/18/12 10:47 PM;0;
790;2012-10-01;SETORAN KLIRING #WARKAT L:01 I:00 SUKSES BETON (2723.2725.2745);179094120.00;BCA;8115;1;SETORAN KLIRING #WARKAT L:01 I:00 SUKSES BETON (02723,02725,02745,02746,02787,02796,02686;dani;10/18/12 10:50 PM;0;
791;2012-10-01;SETORAN KLIRING #WARKAT L:01 I:00 KLG TTPAN KLUMP  ANG JAYA(3227)  ;20250000.00;BCA;8115;1;SETORAN KLIRING #WARKAT L:01 I:00 KLG TTPAN KLUMPANG JAYA(03277)  ;dani;10/18/12 10:51 PM;0;
792;2012-10-01;SETORAN KLIRING #WARKAT L:01 I:00 KLG TTPAN  K.JAYA  ;20000000.00;BCA;8115;1;SETORAN KLIRING #WARKAT L:01 I:00 KLG TTPAN  Karunia .JAYA 03547  ;dani;10/18/12 10:57 PM;0;
793;2012-10-01;SETORAN KLIRING #WARKAT L:01 I:00 KENCANA AGUNG  BELI DO  ;118500000.00;BCA;8115;0;;;0000-00-00 00:00:00;0;
794;2012-10-01;SETORAN KLIRING #WARKAT L:00 I:01 SINAR JAYA  03710  ;20000000.00;BCA;8285;1;SETORAN KLIRING #WARKAT L:00 I:01 SINAR JAYA  03710  ;dani;10/18/12 10:57 PM;0;
795;2012-10-01;SETORAN KLIRING #WARKAT L:00 I:01 SUBUR 03569;3700000.00;BCA;8285;1;SETORAN KLIRING #WARKAT L:00 I:01 SUBUR 03569;dani;10/18/12 10:59 PM;0;
796;2012-10-01;SETORAN KLIRING #WARKAT L:00 I:01 NAGA MAS  03553  ;20000000.00;BCA;8285;1;SETORAN KLIRING #WARKAT L:00 I:01 NAGA MAS  03553  ;dani;10/18/12 11:00 PM;0;
797;2012-10-01;SETORAN KLIRING #WARKAT L:00 I:01 HARAPAN JAYA  03459  ;9750000.00;BCA;8285;1;SETORAN KLIRING #WARKAT L:00 I:01 HARAPAN JAYA  03459  ;dani;10/18/12 11:00 PM;0;
798;2012-10-01;SETORAN KLIRING #WARKAT L:00 I:01 KARUNIA JAYA  03568  ;20000000.00;BCA;8285;1;SETORAN KLIRING #WARKAT L:00 I:01 KARUNIA JAYA  03568  ;dani;10/18/12 11:01 PM;0;
799;2012-10-01;SETORAN KLIRING #WARKAT L:00 I:01 SUBUR 03569;16300000.00;BCA;8285;1;SETORAN KLIRING #WARKAT L:00 I:01 SUBUR 03569;dani;10/18/12 11:01 PM;0;
800;2012-10-01;SETORAN TUNAI PALA PINTO P.SIANTAR   ;20000000.00;BCA;8255;1;SETORAN TUNAI PALA PINTO 03458;dani;10/18/12 11:02 PM;0;
801;2012-10-01;SETORAN TUNAI ANDI TJB   ;20000000.00;BCA;52;1;SETORAN TUNAI Tunas Famili 03715;dani;10/18/12 11:03 PM;0;
802;2012-10-01;TRSF E-BANKING CR 10/01 79571 JOHAN GUDANG GH  JAMES  ;20250000.00;BCA;0;1;TRSF E-BANKING CR 10/01 79571 JOHAN GUDANG tjb 03866;dani;10/18/12 11:24 PM;0;
803;2012-10-01;TRSF E-BANKING CR 0110/FTSCY/WS95011 20000000.00  do.03736(BK8026DI) SUMARDI CHANDRA  ;20000000.00;BCA;0;1;TRSF E-BANKING CR 0110 PL. Martimbul 03736;dani;10/19/12 01:43 AM;0;
804;2012-10-01;TRSF E-BANKING CR 10/01 79111 SEMEN 500SAK AFD 6  JANJI RITONGA M ALI WARDANA RITO  ;21500000.00;BCA;0;1;TRSF E-BANKING CR 10/01 Romorajunt 03815;dani;10/19/12 01:44 AM;0;
805;2012-10-01;KR OTOMATIS KCP BRI PANGURURAN BRINIDJA/020039  RUGY SIMBOLON/UD L .  ;17100000.00;BCA;998;1;KR OTOMATIS KCP BRI UD. Linsa 03875(kurang 250.000);dani;10/25/12 02:40 AM;0;
806;2012-10-01;KR OTOMATIS LLG-MESTIKA DHARMA SAUDARA JAYA/EKO S  BCA K.TANJUNG   ;40000000.00;BCA;965;1;KR OTOMATIS LLG-MESTIKA DHARMA SAUDARA JAYA 03484,03512;dani;10/19/12 01:46 AM;0;
807;2012-10-01;SETORAN PEMINDAHAN   ;39750000.00;BCA;8115;1;SETORAN Prima andalas 6555,03395;dani;10/19/12 01:48 AM;0;
808;2012-10-01;SETORAN TUNAI MARWAN SEMEN 500-SAK U  D MARYAM 03577 KSR  ;20125000.00;BCA;297;1;SETORAN TUNAI UD MARYAM 03577 ;dani;10/19/12 01:48 AM;0;
809;2012-10-01;SETORAN TUNAI IKMIN SIMALUNGUN TRASO P SIANTAR  ;158000000.00;BCA;8200;1;SETORAN TUNAI PL. SIMALUNGUN TRASO 03427,03479,03561,03610,03671,03709,03670(kurang 200.000)   ;dani;10/19/12 08:52 PM;0;
810;2012-10-01;KR OTOMATIS LLG-EKONOMI RAHARJ SUWANDI ;20750000.00;BCA;965;1;KR OTOMATIS LLG-EKONOMI Pl. Cahaya baru merbau 03549;dani;10/19/12 08:54 PM;0;
811;2012-10-01;SETORAN TUNAI RAHMAT SEMEN 500SAK PL  AGRO SUKSES MA NDIRI 02906  ;10000000.00;BCA;8200;1;SETORAN TUNAI RAHMAT SEMEN 500SAK PL AGRO SUKSES MA NDIRI 02906  ;dani;10/19/12 08:55 PM;0;
812;2012-10-01;SETORAN TUNAI ARWIN SEMEN 500 SAK  PL RIMBUN JAYA  ;20125000.00;BCA;8200;1;SETORAN TUNAI ARWIN SEMEN 500 SAK  PL RIMBUN JAYA  03450;dani;10/19/12 08:56 PM;0;
813;2012-10-01;KR OTOMATIS LLG-CIMB NIAGA GT. TAN A NAI  PRP BCA CAB MEDAN D/ SONDANG WIJAYA  ;20250000.00;BCA;965;1;KR OTOMATIS LLG-CIMB NIAGA GT. TAN A NAI Pl. Putra jaya 03558;dani;10/19/12 08:56 PM;0;
814;2012-10-02;SETORAN KLIRING #WARKAT L:01 I:00 STR KLG TTPAN  SS JAYA(3701)  ;20000000.00;BCA;8115;1;SETORAN KLIRING #WARKAT L:01 I:00 STR KLG TTPAN  SS JAYA(3701)  ;dani;10/18/12 10:28 PM;0;
815;2012-10-02;SETORAN KLIRING #WARKAT L:01 I:00 KLG TTPAN PERMA  TA INDAH(3741)  ;20000000.00;BCA;8115;1;SETORAN KLIRING #WARKAT L:01 I:00 KLG TTPAN PL. PERMATA INDAH(03741)  ;dani;10/18/12 10:29 PM;0;
816;2012-10-02;SETORAN KLIRING #WARKAT L:01 I:00 STR KLG TTPAN  SUBUR BARU 3528  ;19750000.00;BCA;8115;1;SETORAN KLIRING #WARKAT L:01 I:00 STR KLG TTPAN  SUBUR BARU 03528 (kurang 250.000);dani;10/18/12 10:30 PM;0;
817;2012-10-02;SETORAN KLIRING #WARKAT L:01 I:00 STR KLG TTPAN  HAN JAYA(3689)  ;20000000.00;BCA;8115;1;SETORAN KLIRING #WARKAT L:01 I:00 STR KLG TTPAN  HAN JAYA(03689)  ;dani;10/18/12 10:31 PM;0;
818;2012-10-02;SETORAN KLIRING #WARKAT L:01 I:00 KLG UD.SABAR  MULIA(03732)  ;20000000.00;BCA;8115;1;SETORAN KLIRING #WARKAT L:01 I:00 KLG UD.SABAR  MULIA(03732)  ;dani;10/18/12 10:32 PM;0;
819;2012-10-02;SETORAN KLIRING #WARKAT L:00 I:01 INDOMAS 03625 ;20125000.00;BCA;8285;1;SETORAN KLIRING #WARKAT L:00 I:01 INDOMAS 03625 ;dani;10/18/12 10:32 PM;0;
820;2012-10-02;SETORAN KLIRING #WARKAT L:00 I:01 MANDIRI JAYA  03617  ;20125000.00;BCA;8285;1;SETORAN KLIRING #WARKAT L:00 I:01 MANDIRI JAYA  03617  ;dani;10/18/12 10:33 PM;0;
821;2012-10-02;SETORAN KLIRING #WARKAT L:01 I:00 ABANG ADEK  03599  ;20000000.00;BCA;8285;1;SETORAN KLIRING #WARKAT L:01 I:00 ABANG ADEK  03599  (kurang 125.000);dani;10/18/12 10:34 PM;0;
822;2012-10-02;SETORAN KLIRING #WARKAT L:01 I:00 IMMANUEL 03428 ;20250000.00;BCA;8285;1;SETORAN KLIRING #WARKAT L:01 I:00 IMMANUEL 03428 ;dani;10/18/12 10:34 PM;0;
823;2012-10-02;SETORAN KLIRING #WARKAT L:00 I:01 RIZKINTA 03630 ;20125000.00;BCA;8285;1;SETORAN KLIRING #WARKAT L:00 I:01 RIZKINTA 03630 ;dani;10/18/12 10:35 PM;0;
824;2012-10-02;SETORAN TUNAI PARISAL DLM 500SAK PL LARIS  JAYA AN.H SAIMIN  ;21500000.00;BCA;8235;1;SETORAN TUNAI PL LARIS JAYA 03551;dani;10/18/12 10:36 PM;0;
825;2012-10-02;SETORAN TUNAI PARISAL DLM STSA PBYRN PL.A  BANG ADIK  ;5000000.00;BCA;8235;1;SETORAN TUNAI PL. Adik Abang 4863;dani;10/18/12 10:37 PM;0;
826;2012-10-02;SETORAN TUNAI EDY SUWANTO PBYRN INV NO 03641 DR REZEKI M AKMUR TG BALAI  ;20000000.00;BCA;52;1;SETORAN TUNAI  DR REZEKI MAKMUR 03641;dani;10/18/12 10:38 PM;0;
827;2012-10-02;KR OTOMATIS LLG-MESTIKA DHARMA SHELLY  PEMBAYARAN 500 SAK SEMEN PANTARA 036  ;40000000.00;BCA;965;1;KR OTOMATIS LLG-MESTIKA PL.Cahaya baru 03636,03754;dani;10/18/12 10:40 PM;0;
828;2012-10-02;SETORAN WAHIDAH SINAR JAYA  (03755)  ;20000000.00;BCA;8285;1;SETORAN WAHIDAH SINAR JAYA  (03755)  ;dani;10/18/12 10:41 PM;0;
829;2012-10-02;TRSF E-BANKING CR 0210/FTSCY/WS95011 20000000.00  ud bangun sari DAHNIAR  ;20000000.00;BCA;0;1;TRSF E-BANKING ud bangun sari 03697;dani;10/18/12 10:42 PM;0;
830;2012-10-02;SETORAN TUNAI SUDIRMAN TJB;20000000.00;BCA;52;1;SETORAN TUNAI PL. Sinar family 03623;dani;10/18/12 10:43 PM;0;
831;2012-10-02;KR OTOMATIS LLG-BPD SUMUT MEDA UD FAUZAR  ;20250000.00;BCA;965;1;KR OTOMATIS LLG-BPD SUMUT MEDA UD FAUZAR  03837;dani;10/18/12 10:44 PM;0;
832;2012-10-03;SETORAN KLIRING #WARKAT L:00 I:01 STR KLG TTPAN  MANDIRI KABANJA  ;60375000.00;BCA;8115;0;;;0000-00-00 00:00:00;0;
833;2012-10-03;SETORAN KLIRING #WARKAT L:01 I:00 KLG TTPAN PERMA  TA INDAH(3821)  ;20000000.00;BCA;8115;1;SETORAN KLIRING #WARKAT L:01 I:00 KLG TTPAN PERMATA INDAH (03821)  ;dani;10/18/12 04:12 AM;0;
834;2012-10-03;SETORAN KLIRING #WARKAT L:01 I:00 KLG TTPAN DO 70  83 SIGMA BLOCK  ;20000000.00;BCA;8115;1;SETORAN KLIRING #WARKAT L:01 I:00 KLG TTPAN  SIGMA BLOCK  DO 7083;dani;10/18/12 04:12 AM;0;
835;2012-10-03;SETORAN KLIRING #WARKAT L:01 I:00 KLG CAHA MITRA  ABADI(3280)  ;20150000.00;BCA;8115;1;SETORAN KLIRING #WARKAT L:01 I:00 KLG CAHAYA MITRA  ABADI (03280)  ;dani;10/18/12 04:13 AM;0;
836;2012-10-03;SETORAN KLIRING #WARKAT L:01 I:00 KLG TTPAN KENCA  NA AGUNG(BL.DO)  ;118500000.00;BCA;8115;1;pembelian Do Pl. Kencana agung 03842,03892,03873,03954,03955,03956;dani;10/21/12 10:26 PM;0;
837;2012-10-03;SETORAN KLIRING #WARKAT L:01 I:00 KLG USAHA MAKMU  R(03322-03462)  ;40000000.00;BCA;8115;1;SETORAN KLIRING #WARKAT L:01 I:00 KLG USAHA MAKMUR (03322-03462)  ;dani;10/18/12 04:14 AM;0;
838;2012-10-03;SETORAN KLIRING #WARKAT L:00 I:01 KLG TTPAN MAJU  JAYA(03375)  ;20250000.00;BCA;8115;1;SETORAN KLIRING #WARKAT L:00 I:01 KLG TTPAN MAJU JAYA (03375)  ;dani;10/18/12 04:14 AM;0;
839;2012-10-03;SETORAN KLIRING #WARKAT L:00 I:01 SERBA JADI  (03742)  ;20000000.00;BCA;8285;1;SETORAN KLIRING #WARKAT L:00 I:01 SERBA JADI  (03742)  ;dani;10/18/12 04:15 AM;0;
840;2012-10-03;SETORAN KLIRING #WARKAT L:00 I:01 SERBA JADI  (03743)  ;20000000.00;BCA;8285;1;SETORAN KLIRING #WARKAT L:00 I:01 SERBA JADI  (03743)  ;dani;10/18/12 04:16 AM;0;
841;2012-10-03;SWITCHING CR TRANSFER   DR 013 IRWAN LESMANA GINT  PERMATA  ;10000000.00;BCA;998;1;SWITCHING CR TRANSFER PL. Mitra Perkasa 03896;dani;10/19/12 08:42 PM;0;
842;2012-10-03;SWITCHING CR TRANSFER   DR 013 IRWAN LESMANA GINT  PERMATA  ;10000000.00;BCA;998;1;SWITCHING CR TRANSFER PL. Mitra Perkasa 03896;dani;10/19/12 08:43 PM;0;
843;2012-10-03;SWITCHING CR TRANSFER   DR 013 IRWAN LESMANA GINT  PERMATA  ;1500000.00;BCA;998;1;SWITCHING CR TRANSFER PL. Mitra perkasa 03896 (lebih setor Rp.750.000);dani;10/19/12 08:44 PM;0;
844;2012-10-03;TRSF E-BANKING CR 0310/FTSCY/WS95011 20000000.00  ud bangun sari DAHNIAR  ;20000000.00;BCA;0;1;TRSF E-BANKING ud bangun sari 03833;dani;10/18/12 04:20 AM;0;
845;2012-10-03;SETORAN TUNAI ABDUL KADIR SEMEN 500 SAK P  L JASA LAUT  ;20250000.00;BCA;8285;1;SETORAN TUNAI  PL JASA LAUT 03519  ;dani;10/18/12 04:21 AM;0;
846;2012-10-03;SETORAN TUNAI ABDUL K DR JAMILAH  PL NINO UJUNG K UBU SEMEN 500 S  AK ;20000000.00;BCA;8285;1;SETORAN TUNAI  PL NINO UJUNG KUBU 03851;dani;10/18/12 04:22 AM;0;
847;2012-10-03;KR OTOMATIS LLG-DANAMON KEBON EDY ANTO  Duniaco (03624.03639.03638)  ;60000000.00;BCA;965;1;KR OTOMATIS LLG-DANAMON KEBON EDY ANTO PL. Dunia CO (03624,03638,03639);dani;10/18/12 04:24 AM;0;
848;2012-10-03;SETORAN TUNAI SUNGGUL RINALDI UTK PEMBAYARAN  SEMEN PANTARA  ;20000000.00;BCA;8000;1;SETORAN TUNAI PL. Bahagia jaya Bypast 03862;dani;10/18/12 04:25 AM;0;
849;2012-10-03;SETORAN TUNAI UD BANI   ;3000000.00;BCA;8255;1;SETORAN TUNAI UD BANI  DO 7359;dani;10/18/12 04:26 AM;0;
850;2012-10-03;SETORAN TUNAI IDWAN MANDIRI JAYA (3311.3394.3473)  ;75000.00;BCA;8115;1;SETORAN TUNAI MANDIRI JAYA (03311.03394.03473)  ;dani;10/18/12 04:27 AM;0;
851;2012-10-03;KR OTOMATIS LLG-MESTIKA DHARMA SAUDARA JAYA / EKO  BCA K.TANJUNG   ;20000000.00;BCA;965;1;KR OTOMATIS LLG-MESTIKA DHARMA SAUDARA JAYA 03596;dani;10/18/12 04:27 AM;0;
852;2012-10-03;SETORAN TUNAI UD.TAS   ;20000000.00;BCA;8200;1;SETORAN TUNAI UD.TAS   03759;dani;10/18/12 04:28 AM;0;
853;2012-10-03;SETORAN TUNAI SARDJANA PANGLONG IQBAL  JAYA D/O 03464  ;20000000.00;BCA;8195;1;SETORAN TUNAI  PANGLONG IQBAL  JAYA D/O 03464  ;dani;10/18/12 04:29 AM;0;
854;2012-10-05;SETORAN KLIRING #WARKAT L:01 I:00 KLG CAHAYA SINA  R LOGAM(03571)  ;20250000.00;BCA;8115;1;SETORAN KLIRING #WARKAT L:01 I:00 KLG CAHAYA SINA  R LOGAM(03571)  ;dani;10/17/12 02:32 AM;0;
855;2012-10-05;SETORAN KLIRING #WARKAT L:01 I:00 STR KLG KARUNI  JAYA(03279)  ;20125000.00;BCA;8115;1;SETORAN KLIRING #WARKAT L:01 I:00 STR KLG KARUNIA  JAYA(03279)  ;dani;10/17/12 02:36 AM;0;
856;2012-10-05;SETORAN KLIRING #WARKAT L:01 I:00 STR KLG SETIA  JAYA(03707)  ;20125000.00;BCA;8115;1;SETORAN KLIRING #WARKAT L:01 I:00 STR KLG SETIA  JAYA(03707)  ;dani;10/17/12 02:37 AM;0;
857;2012-10-05;SETORAN KLIRING #WARKAT L:01 I:00 STR KLG LEMBAH  MELINTANG(03607  ;20000000.00;BCA;8115;1;SETORAN KLIRING #WARKAT L:01 I:00 STR KLG LEMBAH  MELINTANG(03607  ;dani;10/17/12 02:38 AM;0;
858;2012-10-05;SETORAN KLIRING #WARKAT L:01 I:00 STR KLG  DO.7158  ;20000000.00;BCA;8115;1;SETORAN KLIRING #WARKAT L:01 I:00 STR KLG  sigma block DO.7158  ;dani;10/17/12 02:39 AM;0;
859;2012-10-05;SETORAN KLIRING #WARKAT L:00 I:01 TOGA KARUNIA  JAYA 03631  ;20125000.00;BCA;8285;1;SETORAN KLIRING #WARKAT L:00 I:01 YOGA KARUNIA  JAYA 03631  ;dani;10/17/12 02:40 AM;0;
860;2012-10-05;SETORAN KLIRING #WARKAT L:00 I:01 MAKMUR JAYA  (03798)  ;20000000.00;BCA;8285;1;SETORAN KLIRING #WARKAT L:00 I:01 MAKMUR JAYA  (03798)  ;dani;10/17/12 02:41 AM;0;
861;2012-10-05;SETORAN KLIRING #WARKAT L:00 I:01 USAHA BARU  (03572)  ;20000000.00;BCA;8285;1;SETORAN KLIRING #WARKAT L:00 I:01 USAHA BARU  (03572)  ;dani;10/17/12 02:42 AM;0;
862;2012-10-05;TRSF E-BANKING CR 10/05 71791 AHUT LEIDONG  RAMLI TAN  ;60750000.00;BCA;0;1;TRSF E-BANKING CR 10/05 71791 AHUAT LEIDONG  RAMLI TAN 03958,03984,03972 ;dani;10/18/12 04:05 AM;0;
863;2012-10-05;SETORAN TUNAI SUSILAWATY PBY SEMEN S/D 2  4-9-12 DARI KAL IJATI  ;141900000.00;BCA;175;1;SETORAN TUNAI DARI KAL IJATI  7399,02593,02935,03208,03466,03465,03747;dani;10/18/12 04:06 AM;0;
864;2012-10-05;SETORAN TUNAI UD.TAS   ;19250000.00;BCA;8200;1;SETORAN TUNAI UD.TAS   03936;dani;10/18/12 04:07 AM;0;
865;2012-10-05;KR OTOMATIS LLG-MUAMALAT SUDIR MUHAMMAD YUSUF  TRANSFER SKN MUHAM MAD YUSUF  ;21250000.00;BCA;965;1;KR OTOMATIS LLG-MUAMALAT PL. Sumber Pembangunan 03603;dani;10/18/12 04:07 AM;0;
866;2012-10-05;SETORAN WAHIDAH SINAR JAYA  (03834)  ;20000000.00;BCA;8285;1;SETORAN WAHIDAH SINAR JAYA  (03834)  ;dani;10/18/12 04:08 AM;0;
867;2012-10-05;SETORAN WAHIDAH SINAR JAYA  (03903)  ;20000000.00;BCA;8285;1;SETORAN WAHIDAH SINAR JAYA  (03903)  ;dani;10/18/12 04:08 AM;0;
868;2012-10-05;TRSF E-BANKING CR 0510/FTSCY/WS95011 98750000.00  byr 2500sak semen Dr 3saudara  ROMI ;98750000.00;BCA;0;1;pembayaran beli Do dari PL. Tiga suadara, 03937,03938,04005,04006,04019;dani;10/21/12 10:24 PM;0;
869;2012-10-05;SETORAN TUNAI JAMILAH SEMEN 500 SAK P  L ANTARA JAYA  ;20125000.00;BCA;8285;1;SETORAN TUNAI JAMILAH SEMEN 500 SAK PL ANTARA JAYA 03620  ;dani;10/18/12 04:09 AM;0;
870;2012-10-05;SETORAN TUNAI EDY SUWANTO PMBYRAN INV 03734 DR REZEKI MA KMUR4 TG BALAI  ;20000000.00;BCA;52;1;SETORAN TUNAI DARI PL. REZEKI MAKMUR4 TG BALAI   03734 ;dani;10/18/12 04:10 AM;0;
